datetime,pnl,entry_price,exit_price,return,in_sample
2021-01-11 20:00:00,2105.2099999999955,32284.74,34399.95,0.06520758723780942,True
2021-01-16 20:00:00,-154.1600000000035,36421.89,36566.05,-0.004232619449457551,True
2021-01-17 12:00:00,-493.0599999999977,35270.82,34787.76,-0.013979261043548113,True
2021-01-18 04:00:00,-606.6500000000015,35148.25,35744.9,-0.017259749774170875,True
2021-01-19 00:00:00,-711.25,36690.0,35988.75,-0.019385391114745163,True
2021-01-25 20:00:00,-1069.1700000000055,33449.84,34509.01,-0.031963381588671444,True
2021-01-26 20:00:00,442.27000000000044,32220.46,31768.19,0.013726371380172736,True
2021-01-27 00:00:00,-264.3500000000022,32474.81,32220.46,-0.008140155400447368,True
2021-01-27 12:00:00,-1837.6599999999999,30647.15,32474.81,-0.05996185615954501,True
2021-01-29 08:00:00,359.34999999999854,32307.25,31937.9,0.011122890372903869,True
2021-01-29 20:00:00,-2719.4400000000023,34360.0,37069.44,-0.07914551804423756,True
2021-01-30 08:00:00,-786.5500000000029,34076.55,33300.0,-0.02308185541083246,True
2021-01-30 20:00:00,-105.6400000000067,34337.98,34242.34,-0.003076476834106336,True
2021-01-31 16:00:00,-1469.1400000000067,32878.84,34337.98,-0.044683449902734006,True
2021-02-03 16:00:00,-877.0400000000009,36891.1,36024.06,-0.02377375572970177,True
2021-02-04 16:00:00,-225.58000000000175,36605.43,36821.01,-0.006162473709501616,True
2021-02-23 16:00:00,3322.3800000000047,48632.45,51964.83,0.06831611403497058,True
2021-03-04 04:00:00,1145.4100000000035,49609.62,48454.21,0.023088465503263347,True
2021-03-06 20:00:00,-1089.3199999999997,48361.33,47282.01,-0.022524607987414732,True
2021-03-07 04:00:00,-684.3400000000038,49582.55,48908.21,-0.013802033174977966,True
2021-03-08 16:00:00,-563.9400000000023,51083.03,50529.09,-0.011039674036563656,True
2021-03-16 08:00:00,977.5200000000041,55267.52,56255.04,0.01768706104417213,True
2021-03-17 00:00:00,-1434.5400000000009,56953.23,55528.69,-0.025188035867324834,True
2021-03-18 12:00:00,332.9100000000035,58240.01,57897.1,0.005716173469063681,True
2021-03-19 12:00:00,-651.1399999999994,58881.15,58240.01,-0.011058547599698706,True
2021-03-21 04:00:00,-669.6199999999953,57812.51,58472.13,-0.01158261421273692,True
2021-03-23 04:00:00,846.4199999999983,54715.0,55571.42,0.015469615279173869,True
2021-03-28 20:00:00,-576.3300000000017,55217.96,55784.29,-0.010437364944304386,True
2021-04-04 04:00:00,-420.47000000000116,57545.12,57134.65,-0.0073067881342501525,True
