datetime,nav,cash,position_value,position_size,returns,in_sample,cumpnl
2021-01-09 04:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-09 08:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-09 12:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-09 16:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-09 20:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-10 00:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-10 04:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-10 08:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-10 12:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-10 16:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-10 20:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-11 00:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-11 04:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-11 08:00:00,5000181.29,5034399.95,-34218.66,-1,3.6257999999955715e-05,True,181.29000000003725
2021-01-11 12:00:00,5002781.46,5034399.95,-31618.49,-1,0.0005200151452908752,True,2781.4599999999627
2021-01-11 16:00:00,5002117.87,5034399.95,-32282.08,-1,-0.0001326442110864967,True,2117.8700000001118
2021-01-11 20:00:00,5002115.21,5002115.21,0.0,0,-5.317747541200291e-07,True,2115.2099999999627
2021-01-12 00:00:00,5001728.29,4966708.29,35020.0,1,-7.735127716101964e-05,True,1728.2900000000373
2021-01-12 04:00:00,5001727.38,5001727.38,0.0,0,-1.819371120426183e-07,True,1727.3799999998882
2021-01-12 08:00:00,5000731.28,4965280.28,35451.0,1,-0.00019915119804059245,True,731.2800000002608
2021-01-12 12:00:00,5000732.75,5000732.75,0.0,0,2.9395700695822313e-07,True,732.75
2021-01-12 16:00:00,4999872.510000001,5034594.69,-34722.18,-1,-0.0001720227900600113,True,-127.4899999992922
2021-01-12 20:00:00,4999872.510000001,4999872.510000001,0.0,0,0.0,True,-127.4899999992922
2021-01-13 00:00:00,4999872.510000001,4999872.510000001,0.0,0,0.0,True,-127.4899999992922
2021-01-13 04:00:00,4999872.510000001,4999872.510000001,0.0,0,0.0,True,-127.4899999992922
