datetime,pnl,in_sample
2022-08-08 04:00:00,-314.7000000000007,True
2022-08-10 16:00:00,3.2000000000007276,True
2022-08-11 00:00:00,-314.7000000000007,True
2022-08-21 12:00:00,1888.0999999999985,True
2022-09-17 16:00:00,-222.90000000000146,True
2022-09-19 16:00:00,-304.8999999999978,True
2022-09-28 16:00:00,407.3999999999978,True
2022-09-30 16:00:00,-350.2000000000007,True
2022-10-03 20:00:00,-356.7999999999993,True
2022-10-13 20:00:00,615.1999999999971,True
2022-10-18 08:00:00,-22.599999999998545,True
2022-10-24 00:00:00,-196.5,True
2022-10-25 16:00:00,-356.2999999999993,True
2022-11-10 08:00:00,3839.0,True
2022-11-22 16:00:00,477.2999999999993,True
2022-11-30 04:00:00,-223.0,True
2022-12-13 12:00:00,-316.8000000000029,True
2023-01-06 20:00:00,29.099999999998545,True
2023-01-31 16:00:00,-257.0,True
2023-02-02 00:00:00,-575.5,True
2023-02-08 00:00:00,-344.5,True
2023-02-15 12:00:00,719.7999999999993,True
2023-02-26 12:00:00,-268.5,True
2023-03-11 04:00:00,3159.7000000000007,True
2023-03-13 16:00:00,-1916.4000000000015,True
2023-03-28 20:00:00,-300.09999999999854,True
2023-03-31 16:00:00,-572.5999999999985,True
2023-04-10 20:00:00,-777.7000000000007,True
2023-04-26 00:00:00,-195.5,True
2023-05-02 20:00:00,736.2999999999993,True
2023-05-07 08:00:00,-333.8999999999978,True
2023-05-15 04:00:00,1610.0999999999985,True
2023-05-23 04:00:00,-621.9000000000015,True
2023-05-28 04:00:00,-404.5,True
2023-06-02 12:00:00,-328.40000000000146,True
2023-06-06 20:00:00,-1081.3999999999978,True
2023-06-16 16:00:00,1064.5,True
2023-06-20 00:00:00,-362.5,True
2023-07-10 20:00:00,243.5,True
2023-07-12 08:00:00,-333.7999999999993,True
2023-07-13 16:00:00,-647.4000000000015,True
2023-08-02 00:00:00,398.7000000000007,True
2023-08-08 12:00:00,-407.09999999999854,True
2023-08-23 20:00:00,2800.2999999999993,True
2023-08-29 16:00:00,-1429.7000000000007,True
2023-09-08 00:00:00,-312.7000000000007,True
2023-09-12 04:00:00,40.70000000000073,True
2023-09-13 12:00:00,-359.0,True
2023-09-28 16:00:00,-446.2999999999993,True
2023-10-02 00:00:00,-1023.1000000000022,True
2023-10-16 08:00:00,-836.5,True
2023-10-16 16:00:00,-317.09999999999854,True
2023-11-03 16:00:00,-494.0,True
2023-11-05 00:00:00,-359.79999999999563,True
2023-11-19 20:00:00,-503.0,True
2023-11-22 20:00:00,-321.09999999999854,True
2023-11-28 20:00:00,-338.0,True
2023-12-16 04:00:00,-424.09999999999854,True
2023-12-28 00:00:00,306.29999999999563,True
2024-01-15 20:00:00,1505.5,False
2024-02-25 08:00:00,-605.0999999999985,False
2024-03-17 04:00:00,-1223.5,False
2024-03-17 12:00:00,-1333.7999999999884,False
2024-03-20 20:00:00,1687.5999999999913,False
2024-04-02 20:00:00,-1018.6000000000058,False
2024-04-04 16:00:00,-1832.8999999999942,False
2024-04-08 08:00:00,-1378.0999999999913,False
2024-04-10 20:00:00,-797.5,False
2024-04-15 00:00:00,-836.7999999999956,False
2024-04-25 20:00:00,-760.7999999999956,False
2024-05-02 16:00:00,4517.899999999994,False
2024-05-06 08:00:00,-663.5,False
2024-05-10 00:00:00,1128.0999999999985,False
2024-05-15 16:00:00,-2220.5999999999985,False
2024-06-03 16:00:00,-945.0,False
2024-06-04 16:00:00,-1499.300000000003,False
2024-06-12 16:00:00,-2155.899999999994,False
2024-06-13 00:00:00,-747.1999999999971,False
2024-06-25 04:00:00,6200.000000000007,False
2024-08-02 00:00:00,869.0,False
2024-08-14 12:00:00,-710.1999999999971,False
2024-08-15 16:00:00,-789.5,False
2024-08-20 00:00:00,-1008.3000000000029,False
2024-08-21 20:00:00,-1043.199999999997,False
2024-08-29 12:00:00,-655.5999999999985,False
2024-09-03 00:00:00,211.10000000000582,False
2024-09-13 16:00:00,-1591.9000000000015,False
2024-10-04 20:00:00,276.6000000000058,False
2024-10-27 16:00:00,-934.1999999999971,False
2024-10-28 20:00:00,-1190.8999999999942,False
2024-12-05 00:00:00,-2144.4000000000087,False
2024-12-11 16:00:00,-2496.5999999999913,False
2024-12-15 20:00:00,-1527.800000000003,False
2024-12-19 08:00:00,-1433.9000000000087,False
2024-12-20 16:00:00,-4246.299999999988,False
2024-12-24 16:00:00,-18.10000000000582,False
2024-12-30 20:00:00,-2318.600000000006,False
2025-01-03 20:00:00,-1066.0,False
2025-01-06 08:00:00,-1134.300000000003,False
2025-01-09 16:00:00,-1018.6000000000058,False
2025-01-10 04:00:00,-1796.800000000003,False
2025-01-10 20:00:00,-1572.0,False
2025-01-14 00:00:00,-119.5,False
2025-01-16 20:00:00,-1274.8999999999942,False
2025-01-27 16:00:00,-2074.5,False
2025-02-03 16:00:00,6282.399999999994,False
2025-02-14 20:00:00,-612.6999999999971,False
2025-02-20 04:00:00,190.0,False
2025-02-20 20:00:00,-1544.199999999997,False
2025-02-27 12:00:00,11474.5,False
2025-03-10 12:00:00,4247.0,False
2025-03-11 12:00:00,-1674.800000000003,False
2025-03-19 16:00:00,-188.5,False
2025-03-30 12:00:00,-824.8999999999942,False
2025-04-02 16:00:00,-2181.199999999997,False
2025-04-03 04:00:00,-964.0999999999913,False
2025-04-11 08:00:00,347.8000000000029,False
