datetime,nav,returns,in_sample,cumpnl
2021-01-01 00:00:00,5000000.0,0.0,True,0.0
2021-01-01 04:00:00,5000000.0,0.0,True,0.0
2021-01-01 08:00:00,5000000.0,0.0,True,0.0
2021-01-01 12:00:00,5000000.0,0.0,True,0.0
2021-01-01 16:00:00,5000000.0,0.0,True,0.0
2021-01-01 20:00:00,5000000.0,0.0,True,0.0
2021-01-02 00:00:00,5000000.0,0.0,True,0.0
2021-01-02 04:00:00,5000000.0,0.0,True,0.0
2021-01-02 08:00:00,5000000.0,0.0,True,0.0
2021-01-02 12:00:00,5000000.0,0.0,True,0.0
2021-01-02 16:00:00,5000000.0,0.0,True,0.0
2021-01-02 20:00:00,5000000.0,0.0,True,0.0
2021-01-03 00:00:00,5000000.0,0.0,True,0.0
2021-01-03 04:00:00,5000000.0,0.0,True,0.0
2021-01-03 08:00:00,5000000.0,0.0,True,0.0
2021-01-03 12:00:00,5000000.0,0.0,True,0.0
2021-01-03 16:00:00,5000000.0,0.0,True,0.0
2021-01-03 20:00:00,5000000.0,0.0,True,0.0
2021-01-04 00:00:00,5000000.0,0.0,True,0.0
2021-01-04 04:00:00,5000000.0,0.0,True,0.0
2021-01-04 08:00:00,5001426.99,0.00028539799999993676,True,1426.9900000002235
2021-01-04 12:00:00,5000429.0,-0.00019954105138308975,True,429.0
2021-01-04 16:00:00,5000432.36,6.719423473189323e-07,True,432.3600000003353
2021-01-04 20:00:00,5000092.44,-6.797812179581975e-05,True,92.44000000040978
2021-01-05 00:00:00,5000905.930000001,0.0001626949920949805,True,905.9300000006333
2021-01-05 04:00:00,5001279.28,7.465647329207847e-05,True,1279.2800000002608
2021-01-05 08:00:00,5000298.98,-0.0001960098497038043,True,298.98000000044703
2021-01-05 12:00:00,5000307.040000001,1.6119036148065646e-06,True,307.0400000009686
2021-01-05 16:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-05 20:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-06 00:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-06 04:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-06 08:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-06 12:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-06 16:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-06 20:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-07 00:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-07 04:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-07 08:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-07 12:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-07 16:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-07 20:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-08 00:00:00,5000307.040000001,0.0,True,307.0400000009686
2021-01-08 04:00:00,4999716.000000001,-0.00011820074152890658,True,-283.9999999990687
2021-01-08 08:00:00,4999715.960000001,-8.000454410073132e-09,True,-284.03999999910593
2021-01-08 12:00:00,4999715.960000001,0.0,True,-284.03999999910593
2021-01-08 16:00:00,5000167.49,9.031113039448257e-05,True,167.49000000022352
2021-01-08 20:00:00,4999956.7,-4.2156587838682036e-05,True,-43.299999999813735
2021-01-09 00:00:00,5000318.080000001,7.227662591580142e-05,True,318.0800000010058
2021-01-09 04:00:00,5000910.550000001,0.0001184864623651194,True,910.5500000007451
2021-01-09 08:00:00,4999954.890000001,-0.00019109719928911417,True,-45.10999999940395
2021-01-09 12:00:00,4999993.930000001,7.808070444426107e-06,True,-6.069999999366701
2021-01-09 16:00:00,4999824.510000001,-3.38840411352459e-05,True,-175.4899999992922
2021-01-09 20:00:00,5000457.890000001,0.0001266804462303206,True,457.89000000059605
2021-01-10 00:00:00,5000200.430000001,-5.148728489745569e-05,True,200.4300000006333
2021-01-10 04:00:00,4999537.24,-0.00013263268328633782,True,-462.7599999997765
2021-01-10 08:00:00,4999537.24,0.0,True,-462.7599999997765
2021-01-10 12:00:00,4999048.23,-9.781105260853185e-05,True,-951.769999999553
2021-01-10 16:00:00,5001239.32,0.00043830143243073216,True,1239.320000000298
2021-01-10 20:00:00,5000549.5600000005,-0.00013791781513861068,True,549.5600000005215
2021-01-11 00:00:00,5003297.710000001,0.0005495695957067337,True,3297.710000000894
2021-01-11 04:00:00,5004371.28,0.00021457248043699195,True,4371.280000000261
2021-01-11 08:00:00,5004552.57,3.622632891464583e-05,True,4552.570000000298
2021-01-11 12:00:00,5007152.74,0.000519560932497054,True,7152.7400000002235
2021-01-11 16:00:00,5006489.15,-0.0001325284117456027,True,6489.1500000003725
2021-01-11 20:00:00,5003362.7700000005,-0.0006244655498753859,True,3362.7700000004843
2021-01-12 00:00:00,5003364.3100000005,3.077929926487144e-07,True,3364.3100000005215
2021-01-12 04:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-12 08:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-12 12:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-12 16:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-12 20:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-13 00:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-13 04:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-13 08:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-13 12:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-13 16:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-13 20:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-14 00:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-14 04:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-14 08:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-14 12:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-14 16:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-14 20:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-15 00:00:00,5003364.3100000005,0.0,True,3364.3100000005215
2021-01-15 04:00:00,5003601.800000001,4.74660618907663e-05,True,3601.800000000745
2021-01-15 08:00:00,5003943.680000001,6.83267801206977e-05,True,3943.6800000006333
2021-01-15 12:00:00,5006420.700000001,0.0004950135649808285,True,6420.700000001118
2021-01-15 16:00:00,5006856.370000001,8.702225124634921e-05,True,6856.370000001043
2021-01-15 20:00:00,5005356.7700000005,-0.0002995092906969976,True,5356.770000000484
2021-01-16 00:00:00,5005356.760000001,-1.9978595444669622e-09,True,5356.760000000708
2021-01-16 04:00:00,5005323.130000001,-6.718801798255569e-06,True,5323.13000000082
2021-01-16 08:00:00,5004172.8100000005,-0.00022981932836774188,True,4172.8100000005215
2021-01-16 12:00:00,5004172.8100000005,0.0,True,4172.8100000005215
2021-01-16 16:00:00,5005266.100000001,0.00021847566850907718,True,5266.100000000559
2021-01-16 20:00:00,5005660.94,7.888491682783716e-05,True,5660.94000000041
2021-01-17 00:00:00,5005465.390000001,-3.9065770203738914e-05,True,5465.390000000596
2021-01-17 04:00:00,5006899.050000001,0.00028641892177794226,True,6899.050000000745
