datetime,pnl,in_sample
2021-01-04 16:00:00,432.3600000000006,True
2021-01-05 12:00:00,-125.31999999999971,True
2021-01-08 08:00:00,-591.0800000000017,True
2021-01-10 08:00:00,-178.72000000000116,True
2021-01-12 00:00:00,3827.0699999999997,True
2021-01-16 00:00:00,1992.449999999997,True
2021-01-16 12:00:00,-1183.949999999997,True
2021-01-18 00:00:00,1638.0699999999997,True
2021-01-21 00:00:00,846.9199999999983,True
2021-01-21 20:00:00,2133.489999999998,True
2021-01-22 12:00:00,-867.4700000000012,True
2021-01-25 00:00:00,-306.3500000000022,True
2021-01-27 00:00:00,-221.13000000000102,True
2021-01-28 04:00:00,393.17999999999665,True
2021-01-30 20:00:00,22.0199999999968,True
2021-02-01 08:00:00,456.34999999999854,True
2021-02-05 08:00:00,-352.25,True
2021-02-06 00:00:00,-611.7699999999968,True
2021-02-08 08:00:00,-58.29000000000087,True
2021-02-11 12:00:00,346.2099999999991,True
2021-02-13 04:00:00,-843.2900000000009,True
2021-02-14 08:00:00,-1785.949999999997,True
2021-02-15 16:00:00,-811.1399999999994,True
2021-02-16 04:00:00,-1735.010000000002,True
2021-02-17 08:00:00,-2174.8600000000006,True
2021-02-19 12:00:00,-838.0800000000017,True
2021-02-21 12:00:00,-1506.0,True
2021-02-23 16:00:00,8777.550000000003,True
2021-02-24 00:00:00,-3379.459999999999,True
2021-02-26 12:00:00,654.1800000000003,True
2021-03-01 00:00:00,2457.9000000000015,True
2021-03-03 08:00:00,-1074.2000000000044,True
2021-03-05 20:00:00,1497.810000000005,True
2021-03-06 20:00:00,-1079.3199999999997,True
2021-03-08 20:00:00,-746.1500000000015,True
2021-03-10 16:00:00,-2231.709999999999,True
2021-03-11 20:00:00,-956.8699999999953,True
2021-03-13 12:00:00,-2737.9900000000052,True
2021-03-17 00:00:00,3651.7999999999956,True
2021-03-19 12:00:00,-1521.4700000000012,True
2021-03-24 12:00:00,2429.6299999999974,True
2021-03-26 08:00:00,-1264.4199999999983,True
2021-03-29 12:00:00,-1683.0299999999988,True
2021-03-30 08:00:00,-946.1600000000035,True
2021-04-02 04:00:00,-1185.8300000000017,True
2021-04-05 16:00:00,-155.36000000000058,True
2021-04-08 16:00:00,81.31999999999971,True
2021-04-12 08:00:00,-1159.6100000000006,True
2021-04-13 12:00:00,-2734.439999999995,True
2021-04-18 16:00:00,7662.470000000001,True
2021-04-19 04:00:00,-1288.75,True
2021-04-19 20:00:00,-1331.7999999999956,True
2021-04-21 16:00:00,-941.2099999999991,True
2021-04-22 12:00:00,-1087.699999999997,True
2021-04-23 12:00:00,2864.449999999997,True
2021-04-23 20:00:00,-1035.050000000003,True
2021-04-26 04:00:00,-3355.790000000001,True
2021-04-30 16:00:00,-2383.9400000000023,True
2021-05-03 08:00:00,-1011.0200000000041,True
2021-05-05 04:00:00,2807.9400000000023,True
2021-05-07 16:00:00,-1372.0599999999977,True
2021-05-08 08:00:00,-1149.1100000000006,True
2021-05-08 20:00:00,-1436.6500000000015,True
2021-05-10 04:00:00,-1431.3499999999985,True
2021-05-12 04:00:00,649.2900000000009,True
2021-05-14 12:00:00,4971.6600000000035,True
2021-05-16 04:00:00,-270.76000000000204,True
2021-05-17 08:00:00,2636.590000000004,True
2021-05-17 20:00:00,-845.8499999999985,True
2021-05-18 04:00:00,-1254.6500000000015,True
2021-05-19 20:00:00,3662.209999999999,True
2021-05-20 04:00:00,-1652.0999999999985,True
