datetime,pnl,in_sample
2021-01-15 16:00:00,981.0999999999985,True
2021-01-21 12:00:00,-2434.770000000004,True
2021-01-22 00:00:00,-1597.880000000001,True
2021-01-31 04:00:00,-276.3399999999965,True
2021-01-31 16:00:00,-725.0900000000038,True
2021-02-23 20:00:00,-3081.899999999994,True
2021-02-26 00:00:00,-1842.0400000000009,True
2021-03-15 08:00:00,10339.660000000003,True
2021-03-22 16:00:00,-493.11999999999534,True
2021-04-07 12:00:00,1397.3700000000026,True
2021-04-16 12:00:00,3144.25,True
2021-04-28 16:00:00,-500.5,True
2021-05-02 04:00:00,-629.1399999999994,True
2021-05-12 08:00:00,-639.0199999999968,True
2021-06-01 04:00:00,-234.89999999999418,True
2021-06-01 12:00:00,-243.47000000000116,True
2021-06-04 08:00:00,-586.7300000000032,True
2021-06-05 12:00:00,-747.2099999999991,True
2021-06-07 16:00:00,-342.01000000000204,True
2021-06-12 04:00:00,-763.25,True
2021-06-16 16:00:00,-209.72000000000116,True
2021-06-30 00:00:00,-334.23999999999796,True
2021-06-30 16:00:00,-653.2099999999991,True
2021-07-01 20:00:00,-266.79999999999563,True
2021-07-02 12:00:00,-331.47000000000116,True
2021-07-05 08:00:00,-239.2300000000032,True
2021-07-08 08:00:00,-889.619999999999,True
2021-07-12 20:00:00,-672.9499999999971,True
2021-07-27 00:00:00,3586.3499999999985,True
2021-08-18 00:00:00,5983.059999999998,True
2021-08-25 00:00:00,999.5500000000029,True
2021-09-07 16:00:00,-181.5699999999997,True
2021-09-20 00:00:00,-274.0699999999997,True
2021-10-21 16:00:00,19240.72,True
2021-10-29 00:00:00,-374.3900000000067,True
2021-11-02 00:00:00,-657.1299999999974,True
2021-11-04 16:00:00,-479.51000000000204,True
2021-11-06 12:00:00,-614.7200000000012,True
2021-11-16 04:00:00,-2949.0999999999985,True
2021-11-16 20:00:00,-597.0599999999977,True
2021-11-29 12:00:00,-385.97000000000116,True
2021-12-03 04:00:00,-288.2099999999991,True
2021-12-03 16:00:00,-750.4599999999991,True
2021-12-14 16:00:00,-766.8199999999997,True
2021-12-16 20:00:00,-844.1600000000035,True
2021-12-23 08:00:00,-456.3799999999974,True
2021-12-28 20:00:00,-1111.3399999999965,True
2021-12-31 20:00:00,-1245.689999999995,True
2022-01-17 04:00:00,-330.2099999999991,True
2022-01-19 08:00:00,-409.7300000000032,True
2022-01-20 00:00:00,-367.0699999999997,True
2022-01-21 00:00:00,-1377.9400000000023,True
2022-02-02 16:00:00,-980.4800000000032,True
2022-03-04 04:00:00,648.2999999999956,True
2022-03-08 16:00:00,-318.0,True
2022-03-10 04:00:00,-433.0,True
2022-03-15 04:00:00,-905.1999999999971,True
2022-03-16 00:00:00,-459.79999999999563,True
2022-04-01 00:00:00,5945.0,True
2022-04-21 16:00:00,-288.8000000000029,True
2022-04-25 04:00:00,-256.5,True
2022-04-26 16:00:00,-1973.0,True
2022-04-29 12:00:00,-627.1999999999971,True
2022-05-05 08:00:00,-269.79999999999563,True
2022-05-20 16:00:00,-1178.5,True
2022-05-23 20:00:00,-389.6000000000022,True
2022-05-26 12:00:00,-287.3999999999978,True
2022-06-01 20:00:00,1141.7999999999993,True
2022-06-03 12:00:00,-528.2000000000007,True
2022-06-07 04:00:00,-122.29999999999927,True
2022-06-25 12:00:00,-166.29999999999927,True
2022-06-26 16:00:00,-385.2000000000007,True
2022-06-30 08:00:00,-639.4000000000015,True
2022-07-10 16:00:00,10.5,True
2022-07-21 04:00:00,2395.0,True
2022-07-27 04:00:00,-175.79999999999927,True
2022-08-01 00:00:00,1773.5999999999985,True
2022-08-01 20:00:00,-370.09999999999854,True
2022-08-10 04:00:00,-149.79999999999927,True
2022-08-10 20:00:00,-357.2999999999993,True
2022-08-12 12:00:00,-277.7999999999993,True
2022-09-13 16:00:00,200.3000000000029,True
2022-09-16 16:00:00,-121.60000000000218,True
2022-09-19 00:00:00,-201.40000000000146,True
2022-09-27 16:00:00,-206.70000000000073,True
2022-09-29 16:00:00,-126.70000000000073,True
2022-09-30 04:00:00,-188.5,True
2022-10-10 12:00:00,186.20000000000073,True
2022-10-13 08:00:00,-148.09999999999854,True
2022-10-14 08:00:00,-173.0,True
2022-10-18 16:00:00,-155.20000000000073,True
2022-10-21 12:00:00,-109.79999999999927,True
2022-11-08 04:00:00,982.0,True
2022-11-20 12:00:00,-175.40000000000146,True
2022-11-25 04:00:00,-115.59999999999854,True
2022-11-28 00:00:00,-83.90000000000146,True
2022-12-16 12:00:00,181.90000000000146,True
2022-12-27 12:00:00,-89.20000000000073,True
2022-12-30 08:00:00,-140.40000000000146,True
2023-01-06 12:00:00,-124.40000000000146,True
2023-02-09 04:00:00,5677.5,True
2023-02-17 00:00:00,216.0,True
2023-02-27 08:00:00,-134.10000000000218,True
2023-03-13 12:00:00,-358.90000000000146,True
2023-03-15 16:00:00,471.0,True
2023-03-29 00:00:00,-162.39999999999782,True
2023-04-02 12:00:00,-143.6999999999971,True
2023-04-03 16:00:00,-209.20000000000073,True
2023-04-19 16:00:00,1115.5999999999985,True
2023-04-28 00:00:00,-200.90000000000146,True
2023-04-30 04:00:00,-155.40000000000146,True
2023-05-08 00:00:00,-412.40000000000146,True
2023-05-22 00:00:00,-156.29999999999927,True
2023-05-24 16:00:00,-330.7999999999993,True
2023-06-05 16:00:00,-695.6999999999971,True
2023-06-07 04:00:00,-176.39999999999782,True
2023-07-17 20:00:00,3470.0,True
2023-07-20 16:00:00,-402.6999999999971,True
2023-08-04 20:00:00,-223.40000000000146,True
2023-08-15 20:00:00,-255.6999999999971,True
2023-08-29 12:00:00,-131.20000000000073,True
2023-09-01 16:00:00,-273.40000000000146,True
2023-09-08 12:00:00,-411.7999999999993,True
2023-10-11 16:00:00,981.0,True
2023-11-14 20:00:00,7468.799999999999,True
2023-11-22 00:00:00,-1225.0,True
2023-11-23 16:00:00,-342.8000000000029,True
2023-11-26 16:00:00,-303.09999999999854,True
2023-12-20 20:00:00,-318.8000000000029,True
2023-12-25 00:00:00,-670.1999999999971,True
2023-12-26 08:00:00,-383.90000000000146,True
2023-12-27 04:00:00,-263.90000000000146,True
2024-01-13 20:00:00,-368.8000000000029,False
2024-01-14 20:00:00,-347.0,False
2024-03-05 20:00:00,19726.700000000004,False
2024-03-17 08:00:00,-893.3999999999942,False
2024-03-19 04:00:00,-1084.5,False
2024-03-27 16:00:00,-922.3999999999942,False
2024-04-03 00:00:00,-444.40000000000146,False
2024-04-09 20:00:00,-352.59999999999127,False
2024-04-11 12:00:00,-857.1000000000058,False
2024-04-24 16:00:00,-1862.3999999999942,False
2024-04-26 04:00:00,-362.0,False
2024-04-29 04:00:00,-574.5,False
2024-04-30 08:00:00,-718.7000000000044,False
2024-05-06 20:00:00,-638.1999999999971,False
2024-05-08 00:00:00,-908.0999999999985,False
2024-05-10 16:00:00,-2382.800000000003,False
2024-05-23 20:00:00,2553.7000000000044,False
2024-06-02 20:00:00,-424.40000000000873,False
2024-06-11 08:00:00,-853.7999999999884,False
2024-06-12 20:00:00,-2214.899999999994,False
2024-06-13 04:00:00,-799.1999999999971,False
2024-07-25 04:00:00,4638.9000000000015,False
2024-08-14 16:00:00,-1397.5999999999985,False
2024-08-15 08:00:00,-616.1999999999971,False
2024-08-20 16:00:00,-1804.800000000003,False
2024-08-22 00:00:00,-418.09999999999854,False
2024-08-28 08:00:00,-1018.3000000000029,False
2024-08-30 16:00:00,-936.3000000000029,False
2024-09-01 04:00:00,-594.8000000000029,False
2024-10-01 16:00:00,5308.200000000004,False
2024-10-12 00:00:00,-533.3000000000029,False
2024-11-03 04:00:00,1385.6000000000058,False
2024-12-02 04:00:00,-531.6000000000058,False
2024-12-06 00:00:00,-281.79999999998836,False
2024-12-10 16:00:00,-1283.0999999999913,False
2024-12-19 00:00:00,3578.899999999994,False
2024-12-19 16:00:00,-532.2999999999884,False
2024-12-22 08:00:00,-769.2999999999884,False
2024-12-30 16:00:00,-1818.6000000000058,False
2025-01-07 20:00:00,617.9000000000087,False
2025-01-09 20:00:00,-2336.9000000000087,False
2025-01-13 12:00:00,-2827.5,False
2025-01-21 00:00:00,3304.399999999994,False
2025-01-31 20:00:00,-1422.4000000000087,False
2025-02-06 16:00:00,-1540.6000000000058,False
2025-02-13 08:00:00,-1797.800000000003,False
2025-02-16 16:00:00,-647.0,False
2025-02-17 00:00:00,-954.3999999999942,False
2025-02-21 20:00:00,-912.4000000000087,False
2025-02-23 16:00:00,-1063.1000000000058,False
2025-02-24 16:00:00,-1410.6000000000058,False
2025-03-07 20:00:00,-637.6999999999971,False
2025-03-09 12:00:00,-1200.5,False
2025-03-10 16:00:00,-1990.4000000000087,False
2025-03-15 00:00:00,-752.2000000000116,False
2025-03-20 20:00:00,-564.0,False
2025-04-02 04:00:00,-736.0,False
2025-04-03 00:00:00,-4224.399999999994,False
2025-04-10 04:00:00,-856.0,False
2025-04-13 08:00:00,-859.5,False
