datetime,pnl
2021-01-11,666.25
2021-01-21,-628.4399999999987
2021-02-23,2255.3799999999974
2021-02-24,3379.4900000000052
2021-03-25,1195.6599999999962
2021-04-18,-1096.989999999998
2021-04-18,2120.6900000000023
2021-04-23,2079.4400000000023
2021-05-13,991.9199999999983
2021-05-13,-996.2699999999968
2021-05-14,1071.239999999998
2021-05-16,2705.949999999997
2021-05-17,2184.949999999997
2021-05-19,-1404.0
2021-05-20,1652.0999999999985
2021-06-08,-655.9600000000028
2021-06-08,1151.3600000000042
2021-06-19,706.1100000000006
2021-06-20,677.1200000000026
2021-06-21,-650.2599999999984
2021-06-22,1390.1800000000003
2021-07-21,591.6599999999999
2021-09-08,-929.4300000000003
2021-09-08,1295.3999999999942
2021-09-20,-1095.7099999999991
2021-09-20,-876.739999999998
2021-09-21,-860.5299999999988
2021-09-21,-865.239999999998
2021-09-21,-1065.5900000000038
2021-09-22,1319.560000000005
2021-11-16,-1218.8600000000006
2021-11-16,-1211.760000000002
2021-11-17,-1202.1199999999953
2021-11-18,1194.510000000002
2021-11-18,-1155.5699999999997
2021-11-19,1138.4300000000003
2021-12-04,-4761.970000000001
2021-12-04,1678.6600000000035
2021-12-05,959.0999999999985
2021-12-29,-953.5300000000061
2021-12-30,928.739999999998
2022-01-06,-868.4300000000003
2022-01-07,-857.2900000000009
2022-01-07,835.7999999999956
2022-01-08,826.2200000000012
2022-01-09,850.5500000000029
2022-01-21,768.9599999999991
2022-01-22,-1540.5800000000017
2022-01-22,-942.8199999999997
2022-01-22,-705.1600000000035
2022-01-23,690.1299999999974
2022-01-23,700.6500000000015
2022-01-23,705.3199999999997
2022-01-24,673.8099999999977
2022-02-20,-803.3399999999965
2022-02-21,-775.310000000005
2022-02-21,1254.5999999999985
2022-02-22,731.5999999999985
2022-02-24,698.1599999999962
2022-03-06,-782.5499999999956
2022-03-06,768.4199999999983
2022-03-07,756.9799999999959
2022-04-01,891.7999999999956
2022-04-06,-883.1900000000023
2022-04-08,-863.189999999995
2022-04-10,844.6800000000003
2022-04-11,-821.0999999999985
2022-04-13,799.9300000000003
2022-04-25,768.7400000000052
2022-05-06,-722.9800000000032
2022-05-07,-715.2200000000012
2022-05-08,-991.0
2022-05-08,-691.760000000002
2022-05-09,-691.7099999999991
2022-05-09,-671.3399999999965
2022-05-09,-767.9000000000015
2022-05-10,-867.7999999999993
2022-05-10,962.0
2022-05-10,-626.2900000000009
2022-05-11,-620.0399999999972
2022-05-11,-611.9800000000032
2022-05-12,-587.2099999999991
2022-05-12,-567.5200000000004
2022-05-12,569.2099999999991
2022-06-12,-550.760000000002
2022-06-13,-1064.7999999999993
2022-06-13,-1082.8999999999978
2022-06-13,-465.0599999999977
2022-06-14,-449.33000000000175
2022-06-14,-883.2000000000007
2022-06-14,-490.59999999999854
2022-06-15,-680.4000000000015
2022-06-15,456.2999999999993
2022-06-15,428.1800000000003
2022-06-17,407.75
2022-06-18,-384.90000000000146
2022-06-19,900.2999999999993
2022-06-19,366.0
2022-06-30,-388.0699999999997
2022-06-30,-382.5699999999997
2022-07-12,-394.46000000000276
2022-07-13,387.6700000000019
2022-07-26,414.75
2022-08-19,-866.0999999999985
2022-08-19,-429.0699999999997
2022-08-20,416.5
2022-08-20,-425.8999999999978
2022-08-21,422.65999999999985
2022-08-27,-404.5699999999997
2022-08-28,-399.22000000000116
2022-08-29,390.9500000000007
2022-09-07,376.2599999999984
2022-09-19,-375.3199999999997
2022-09-19,398.5
2022-10-13,-382.47999999999956
2022-10-13,374.8999999999978
2022-11-08,-395.7099999999991
2022-11-08,-1275.7999999999993
2022-11-09,-370.58000000000175
2022-11-09,-424.6000000000022
2022-11-09,-340.369999999999
2022-11-10,446.7000000000007
2022-11-10,-351.40000000000146
2022-11-14,683.0999999999985
2022-11-21,-320.5400000000009
2022-11-22,314.2600000000002
2022-12-19,-332.47999999999774
2022-12-20,328.5799999999981
2023-02-10,-440.5499999999993
