datetime,pnl
2021-11-14T00:00:00,-1276.5599999999977
2021-11-16T00:00:00,-654.4000000000015
2021-11-30T12:00:00,1081.4700000000012
2021-12-04T00:00:00,1077.689999999995
2021-12-22T08:00:00,488.75
2021-12-29T12:00:00,959.6000000000058
2022-01-13T08:00:00,435.0199999999968
2022-01-18T12:00:00,843.5299999999988
2022-01-29T12:00:00,-377.15000000000146
2022-02-04T04:00:00,-737.5299999999988
2022-02-05T16:00:00,-415.5
2022-02-15T00:00:00,-843.9900000000052
2022-02-16T00:00:00,540.0999999999985
2022-02-18T12:00:00,813.5400000000009
2022-02-26T20:00:00,391.91999999999825
2022-03-06T08:00:00,782.5199999999968
2022-03-10T04:00:00,-1172.0999999999985
2022-03-12T16:00:00,-775.5200000000041
2022-03-16T20:00:00,406.0899999999965
2022-04-03T12:00:00,-915.8899999999994
2022-04-05T16:00:00,-932.8000000000029
2022-04-06T12:00:00,909.6500000000015
2022-04-20T08:00:00,414.7299999999959
2022-04-25T00:00:00,789.8700000000026
2022-05-05T12:00:00,-397.2100000000064
2022-05-06T04:00:00,730.689999999995
2022-05-23T16:00:00,-303.9399999999987
2022-05-24T20:00:00,-585.609999999997
2022-05-30T20:00:00,306.6899999999987
2022-06-05T16:00:00,-591.2099999999991
2022-06-07T00:00:00,-315.2000000000007
2022-06-10T12:00:00,602.0400000000009
2022-06-24T16:00:00,-289.5
2022-06-29T08:00:00,405.47000000000116
2022-07-06T00:00:00,-222.70000000000073
2022-07-12T16:00:00,398.6899999999987
2022-07-16T04:00:00,-208.22999999999956
2022-07-25T20:00:00,439.02999999999884
2022-07-29T04:00:00,237.89999999999782
2022-08-03T08:00:00,-458.6100000000006
2022-08-08T12:00:00,363.1000000000022
2022-08-17T12:00:00,480.0400000000009
2022-09-10T04:00:00,212.79999999999927
2022-09-15T12:00:00,404.34000000000015
2022-09-27T12:00:00,-201.7400000000016
2022-10-03T16:00:00,-385.0699999999997
2022-10-04T12:00:00,199.5699999999997
2022-10-10T20:00:00,389.59999999999854
2022-10-18T12:00:00,-195.1899999999987
2022-10-21T12:00:00,382.7599999999984
2022-10-24T12:00:00,-193.84000000000015
2022-11-04T04:00:00,-402.7000000000007
2022-11-05T04:00:00,298.8000000000029
2022-11-08T16:00:00,-393.77999999999884
2022-11-25T04:00:00,-165.39000000000124
2022-11-29T04:00:00,-324.09999999999854
2022-11-30T16:00:00,-168.61000000000058
2022-12-08T16:00:00,-336.5600000000013
2022-12-12T00:00:00,-172.04000000000087
2022-12-19T20:00:00,333.35000000000036
2022-12-27T16:00:00,-168.36999999999898
2023-01-04T16:00:00,-332.869999999999
2023-02-08T00:00:00,-458.47999999999956
2023-02-16T00:00:00,1022.1000000000022
2023-02-24T12:00:00,478.7999999999993
2023-03-14T00:00:00,-243.14999999999782
2023-03-29T04:00:00,-542.2400000000016
2023-03-30T04:00:00,283.380000000001
2023-04-05T00:00:00,-560.2599999999984
2023-04-05T12:00:00,-285.15999999999985
2023-04-10T12:00:00,-560.359999999997
2023-04-18T08:00:00,-588.630000000001
2023-04-27T04:00:00,480.6999999999971
2023-05-02T12:00:00,-560.6399999999994
2023-05-05T04:00:00,361.0
2023-05-08T16:00:00,559.1599999999999
2023-05-18T16:00:00,-316.59999999999854
2023-05-23T00:00:00,-536.5
2023-05-24T00:00:00,-273.1100000000006
2023-05-26T12:00:00,-524.8300000000017
2023-05-28T16:00:00,271.5599999999977
2023-06-04T20:00:00,-537.6800000000003
2023-06-18T20:00:00,-264.97000000000116
2023-07-07T00:00:00,605.8899999999994
2023-07-12T12:00:00,305.65000000000146
2023-07-18T16:00:00,603.4799999999996
2023-08-03T12:00:00,291.4200000000019
2023-08-09T16:00:00,-298.65999999999985
2023-08-16T20:00:00,585.869999999999
2023-08-30T00:00:00,-278.2000000000007
2023-09-07T20:00:00,-515.9099999999999
2023-09-10T16:00:00,-259.0
2023-09-14T00:00:00,262.2900000000009
2023-09-25T00:00:00,530.5
2023-09-29T12:00:00,-270.02000000000044
2023-10-11T12:00:00,548.0099999999984
2023-10-16T20:00:00,403.90000000000146
2023-11-15T08:00:00,-708.0699999999997
2023-11-16T16:00:00,-848.6999999999971
2023-11-18T16:00:00,-721.0800000000017
2023-11-20T12:00:00,-373.6600000000035
2023-11-28T16:00:00,-742.4000000000015
2023-11-29T08:00:00,379.38000000000466
2023-12-12T08:00:00,-825.3199999999997
2023-12-15T16:00:00,-869.5999999999985
2023-12-17T20:00:00,844.8600000000006
2023-12-20T04:00:00,423.08000000000175
2023-12-27T08:00:00,-848.4599999999991
2024-01-02T08:00:00,454.4499999999971
2024-01-14T20:00:00,862.0400000000009
2024-01-27T20:00:00,417.0899999999965
2024-02-26T12:00:00,-1022.489999999998
2024-03-16T08:00:00,1391.0399999999936
2024-03-25T20:00:00,1175.1000000000058
2024-04-02T12:00:00,1330.169999999991
2024-04-07T16:00:00,694.0199999999895
2024-04-13T16:00:00,1349.320000000007
2024-04-21T16:00:00,-651.3099999999977
2024-04-26T12:00:00,1294.5299999999988
2024-05-05T00:00:00,-638.8499999999985
2024-05-09T16:00:00,-1224.449999999997
2024-05-14T08:00:00,-624.6500000000015
2024-05-31T16:00:00,1368.8099999999977
2024-06-03T20:00:00,-696.5
2024-06-11T00:00:00,1386.6399999999994
2024-07-01T12:00:00,-632.6500000000015
2024-07-04T00:00:00,1193.219999999994
2024-07-11T08:00:00,627.7999999999956
2024-07-25T20:00:00,-1282.300000000003
2024-07-27T12:00:00,678.820000000007
2024-07-31T20:00:00,1320.5799999999945
2024-08-09T20:00:00,863.1999999999971
2024-08-15T16:00:00,1174.239999999998
2024-08-18T20:00:00,-598.2900000000009
2024-08-19T20:00:00,-1167.2200000000012
2024-08-20T12:00:00,-609.0
2024-08-28T12:00:00,-1321.199999999997
2024-09-11T00:00:00,-579.239999999998
2024-10-01T12:00:00,1280.3399999999965
2024-10-07T12:00:00,-635.0999999999985
2024-10-10T16:00:00,1212.1300000000047
2024-10-13T12:00:00,-629.5599999999977
2024-10-24T12:00:00,-1328.1199999999953
2024-10-27T12:00:00,668.3600000000006
2024-10-28T12:00:00,683.9499999999971
2024-11-03T00:00:00,1390.050000000003
2024-11-06T16:00:00,742.9199999999983
2024-11-26T16:00:00,-1848.3999999999942
2024-11-29T20:00:00,-980.7599999999948
2024-12-04T20:00:00,-1910.25
2024-12-05T12:00:00,-1030.75
2024-12-10T16:00:00,2071.0
2024-12-12T12:00:00,1004.9199999999983
2024-12-20T08:00:00,1943.5399999999936
2024-12-26T12:00:00,-2006.8999999999942
2024-12-27T16:00:00,1915.020000000004
2025-01-03T04:00:00,-972.929999999993
2025-01-09T08:00:00,1900.2799999999988
2025-01-15T12:00:00,972.8899999999994
2025-01-27T12:00:00,-1979.929999999993
2025-01-31T00:00:00,-1055.1899999999878
