datetime,pnl
2022-05-05T16:00:00,-31306.699999999983
2022-05-20T04:00:00,-1494.0000000000146
2022-05-22T00:00:00,-314.5000000000073
2022-05-23T08:00:00,-2835.0
2022-05-23T16:00:00,-323.8999999999942
2022-05-24T00:00:00,-370.0
2022-05-24T16:00:00,-312.80000000002474
2022-05-25T04:00:00,-5479.000000000015
2022-05-25T12:00:00,-317.0000000000073
2022-05-26T12:00:00,-7240.0
2022-05-28T20:00:00,-309.70000000001164
2022-05-29T04:00:00,-508.9999999999782
2022-05-30T12:00:00,-323.49999999998545
2022-06-02T04:00:00,-317.9999999999927
2022-06-03T08:00:00,-322.70000000000437
2022-06-04T08:00:00,-1492.0000000000073
2022-06-04T16:00:00,-316.7000000000189
2022-06-05T12:00:00,-317.599999999984
2022-06-09T08:00:00,-1964.0000000000146
2022-06-25T12:00:00,-1682.9999999999927
2022-06-25T20:00:00,-2385.0
2022-06-26T16:00:00,-3872.9999999999927
2022-07-01T00:00:00,-221.09999999996944
2022-07-02T04:00:00,-8055.0
2022-07-09T12:00:00,5535.0
2022-07-14T00:00:00,6369.200000000019
2022-07-14T16:00:00,-6534.000000000015
2022-07-18T00:00:00,4110.0
2022-07-18T12:00:00,-1155.0
2022-07-19T00:00:00,-8107.000000000007
2022-07-21T00:00:00,7940.0
2022-07-26T20:00:00,-1722.0000000000073
2022-07-27T04:00:00,-1777.9999999999927
2022-07-31T00:00:00,21115.999999999985
2022-08-01T16:00:00,-1008.9999999999782
2022-08-07T08:00:00,-249.79999999999563
2022-08-07T16:00:00,-250.30000000002474
2022-08-08T16:00:00,-1752.0000000000073
2022-08-09T00:00:00,-1164.0000000000146
2022-08-10T12:00:00,-258.6999999999898
2022-08-10T20:00:00,-3592.9999999999927
2022-08-11T20:00:00,-259.4000000000233
2022-08-18T12:00:00,-1207.0000000000073
2022-08-21T12:00:00,-235.20000000000437
2022-09-13T16:00:00,-226.1999999999898
2022-09-19T16:00:00,17488.00000000003
2022-09-27T12:00:00,-220.90000000000146
2022-09-28T16:00:00,4053.999999999978
2022-09-29T04:00:00,-214.09999999999854
2022-09-30T00:00:00,-1852.0000000000073
2022-10-02T16:00:00,-7720.9000000000015
2022-10-03T04:00:00,-212.5
2022-10-07T16:00:00,3315.9999999999854
2022-10-08T04:00:00,-214.50000000000728
2022-10-13T20:00:00,-1651.0000000000218
2022-10-14T08:00:00,-1750.9999999999854
2022-10-18T00:00:00,-215.20000000000437
2022-10-18T20:00:00,-213.60000000000582
2022-10-21T08:00:00,-265.99999999998545
2022-10-21T20:00:00,-211.59999999999854
2022-10-24T08:00:00,-213.8000000000102
2022-10-25T00:00:00,-213.40000000000146
2022-11-08T16:00:00,-225.80000000001746
2022-11-20T04:00:00,-220.0
2022-11-22T16:00:00,4754.000000000015
2022-11-28T04:00:00,-5805.099999999984
2022-11-30T12:00:00,-188.40000000000146
2022-12-11T04:00:00,-295.99999999998545
2022-12-12T12:00:00,-635.9999999999854
2022-12-15T16:00:00,4220.999999999985
2023-01-06T20:00:00,462.0000000000073
2023-01-31T16:00:00,-2590.9999999999854
2023-02-01T16:00:00,-251.50000000001455
2023-02-06T00:00:00,-417.9999999999927
2023-02-06T08:00:00,-248.90000000003056
2023-02-06T20:00:00,-250.40000000000873
2023-02-08T12:00:00,-250.90000000000146
2023-02-17T00:00:00,2140.0
2023-03-01T08:00:00,-4263.099999999977
2023-03-13T12:00:00,-3610.0
2023-03-13T20:00:00,-260.099999999984
2023-03-28T08:00:00,-291.1000000000058
2023-03-29T00:00:00,-1643.9999999999782
2023-03-31T16:00:00,-5745.999999999985
2023-04-01T20:00:00,-303.8999999999942
2023-04-02T20:00:00,-301.1000000000058
2023-04-03T16:00:00,-2113.000000000029
2023-04-09T16:00:00,-300.6999999999971
2023-04-17T08:00:00,16967.999999999993
2023-04-26T00:00:00,-1864.300000000003
2023-04-28T00:00:00,-2029.0000000000146
2023-04-28T08:00:00,-630.0
2023-04-29T16:00:00,-674.0000000000146
2023-05-06T20:00:00,-2760.0
2023-05-07T08:00:00,-1030.0
2023-05-07T16:00:00,-1085.9999999999854
2023-05-22T00:00:00,-1584.0000000000146
2023-05-24T04:00:00,-286.3999999999942
2023-05-27T16:00:00,-286.9000000000233
2023-05-31T04:00:00,-292.599999999984
2023-06-01T12:00:00,-933.9999999999782
2023-06-02T00:00:00,-288.5000000000218
2023-06-03T00:00:00,-292.29999999999563
2023-06-06T12:00:00,-279.8999999999796
2023-06-07T00:00:00,-290.6999999999971
2023-06-07T08:00:00,-289.00000000001455
2023-06-18T00:00:00,-284.00000000001455
2023-06-18T20:00:00,-960.9999999999854
2023-06-19T04:00:00,-657.0000000000073
2023-06-20T12:00:00,-286.69999999998254
2023-07-03T20:00:00,-1880.0
2023-07-05T16:00:00,-324.00000000001455
2023-07-07T12:00:00,-323.8999999999942
2023-07-09T20:00:00,-320.99999999998545
2023-07-10T20:00:00,-322.9999999999927
2023-07-11T04:00:00,-660.0
2023-07-11T16:00:00,-1962.0000000000073
2023-07-12T00:00:00,-447.9999999999927
2023-07-13T00:00:00,-1028.000000000029
2023-07-14T00:00:00,-1610.0
2023-07-15T00:00:00,-1953.9999999999782
2023-07-17T08:00:00,-322.19999999997526
2023-07-17T20:00:00,-321.59999999999854
2023-07-20T12:00:00,-322.0000000000073
2023-07-20T20:00:00,-317.90000000000873
2023-08-03T20:00:00,-312.400000000016
2023-08-05T00:00:00,-820.9999999999854
2023-08-09T16:00:00,-314.3000000000029
2023-08-12T12:00:00,-297.9999999999927
2023-08-12T20:00:00,-314.3000000000029
2023-08-23T20:00:00,20972.000000000007
2023-08-28T20:00:00,-1135.9999999999854
2023-08-29T04:00:00,-400.99999999998545
2023-09-01T04:00:00,-1454.0000000000146
2023-09-01T12:00:00,-603.9999999999782
2023-09-08T04:00:00,-282.400000000016
2023-09-08T16:00:00,-278.2999999999811
2023-09-12T08:00:00,-277.90000000000873
2023-09-13T04:00:00,-445.0
2023-09-13T12:00:00,-3210.9999999999854
2023-09-27T08:00:00,-285.6999999999971
2023-09-27T16:00:00,-4643.999999999978
2023-09-29T00:00:00,-787.9999999999927
2023-09-30T08:00:00,-289.59999999999127
2023-10-01T00:00:00,-622.0000000000073
2023-10-03T16:00:00,2970.9999999999854
2023-10-16T08:00:00,-8352.299999999996
2023-10-16T16:00:00,-3190.9999999999854
2023-11-03T16:00:00,-4960.0
2023-11-04T20:00:00,-367.09999999999127
2023-11-05T08:00:00,-370.6999999999971
2023-11-19T16:00:00,-1180.0
2023-11-20T12:00:00,-389.59999999999127
2023-11-21T20:00:00,-389.79999999995925
2023-11-23T08:00:00,-393.0000000000291
2023-11-26T08:00:00,-397.70000000004075
2023-12-15T20:00:00,-1965.9999999999854
2023-12-20T20:00:00,-3209.0000000000146
2023-12-21T08:00:00,-456.8000000000029
2023-12-25T04:00:00,-1761.999999999971
2023-12-26T20:00:00,-444.19999999998254
2023-12-27T04:00:00,-2658.000000000029
2023-12-29T04:00:00,-1400.9999999999854
2024-01-03T08:00:00,-462.29999999995925
2024-01-04T00:00:00,-450.1000000000204
2024-01-04T20:00:00,-1024.0000000000146
2024-01-05T08:00:00,-3025.0
2024-01-15T20:00:00,15035.0
2024-02-01T04:00:00,2254.0000000000146
2024-02-24T00:00:00,62283.00000000003
2024-02-24T16:00:00,-531.5000000000146
2024-03-05T08:00:00,133495.0
2024-03-17T04:00:00,-12255.0
2024-03-17T12:00:00,-13356.99999999997
2024-03-18T20:00:00,-695.1000000000931
2024-03-25T20:00:00,-718.4000000001106
2024-04-02T20:00:00,-10205.0
2024-04-04T00:00:00,-1750.0
2024-04-07T08:00:00,-714.0000000000873
2024-04-09T04:00:00,-727.5
2024-04-09T20:00:00,-713.1999999999243
2024-04-11T08:00:00,-1133.9999999999418
2024-04-14T04:00:00,-667.7999999999884
2024-04-24T00:00:00,-718.0000000000291
2024-04-25T00:00:00,-2910.9999999999854
2024-04-26T00:00:00,-2446.999999999971
2024-04-28T00:00:00,-657.5
2024-04-29T16:00:00,-650.8999999999651
2024-04-30T04:00:00,-2173.000000000029
2024-05-05T16:00:00,-658.3999999999651
2024-05-06T00:00:00,-1439.0000000000146
2024-05-06T12:00:00,-3335.0
2024-05-06T20:00:00,-4019.0000000000146
2024-05-07T12:00:00,-651.9999999999709
2024-05-09T20:00:00,-650.3000000000611
2024-05-10T16:00:00,-23848.00000000003
2024-05-13T12:00:00,-18102.000000000044
2024-05-15T08:00:00,-644.5999999999913
2024-05-16T16:00:00,-666.9000000000233
2024-05-31T00:00:00,-707.100000000064
2024-06-02T20:00:00,-4264.000000000087
2024-06-03T04:00:00,-6320.0
2024-06-04T16:00:00,-15013.00000000003
2024-06-12T08:00:00,-695.8000000000175
2024-06-12T20:00:00,-22168.99999999994
2024-06-25T04:00:00,62480.00000000007
2024-07-18T16:00:00,40630.999999999985
2024-07-30T20:00:00,-681.9999999999709
2024-08-05T16:00:00,50818.700000000026
2024-08-14T00:00:00,-2436.999999999971
2024-08-14T08:00:00,-629.1999999999825
2024-08-15T00:00:00,-608.4999999999854
2024-08-19T04:00:00,-3086.999999999971
2024-08-20T08:00:00,-625.8999999999651
2024-08-21T16:00:00,-624.8999999999796
2024-08-22T00:00:00,-4200.999999999985
2024-08-28T04:00:00,-2148.000000000029
2024-08-28T12:00:00,-13231.99999999997
2024-08-29T16:00:00,-610.1000000000204
2024-08-30T04:00:00,-613.1999999999971
2024-08-31T08:00:00,-611.0000000000582
2024-09-16T04:00:00,12384.000000000015
2024-10-04T20:00:00,2746.000000000058
2024-10-09T20:00:00,-16668.10000000005
2024-10-12T00:00:00,-5354.000000000015
2024-10-26T00:00:00,-688.3000000000175
2024-10-26T12:00:00,-689.7999999999593
2024-10-31T20:00:00,30248.99999999994
2024-11-06T04:00:00,-73371.00000000006
2024-12-01T12:00:00,-6403.000000000029
2024-12-01T20:00:00,-990.7999999998719
2024-12-05T20:00:00,-992.7999999999884
2024-12-06T20:00:00,-24251.00000000006
2024-12-10T00:00:00,-998.6000000000058
2024-12-10T12:00:00,-989.600000000064
2024-12-10T20:00:00,-1770.0
2024-12-18T20:00:00,61774.00000000009
2024-12-19T04:00:00,-9842.999999999884
2024-12-20T16:00:00,-4595.999999999913
2024-12-24T16:00:00,-1002.2999999999593
2024-12-26T12:00:00,-25848.99999999994
2024-12-30T16:00:00,-18206.00000000006
2025-01-07T16:00:00,20980.999999999913
2025-01-10T12:00:00,6849.799999999959
2025-01-10T20:00:00,-15740.0
2025-01-11T20:00:00,-963.6999999999534
2025-01-16T08:00:00,-1009.3999999998778
2025-01-16T16:00:00,-1530.9999999999127
2025-01-19T20:00:00,-1041.8000000000757
2025-01-27T12:00:00,-1010.0
2025-01-31T16:00:00,-1056.999999999971
2025-02-01T00:00:00,-1060.0
2025-02-06T16:00:00,-15426.000000000058
2025-02-13T04:00:00,-3549.0000000000873
2025-02-13T20:00:00,-979.4000000000233
2025-02-16T00:00:00,-995.0
2025-02-20T00:00:00,-992.100000000064
2025-02-20T12:00:00,-3408.000000000029
2025-02-21T00:00:00,-1191.999999999971
2025-02-21T12:00:00,-4516.999999999971
2025-02-27T12:00:00,99392.00000000012
2025-03-07T20:00:00,-6395.999999999913
2025-03-09T00:00:00,-881.9000000000233
2025-03-10T12:00:00,24265.999999999913
2025-03-11T04:00:00,-820.1000000000931
2025-03-14T20:00:00,-1893.9999999999418
2025-03-20T20:00:00,-20162.599999999802
2025-03-29T16:00:00,-1241.999999999971
2025-04-01T20:00:00,-3357.9999999998836
2025-04-02T16:00:00,-21831.00000000006
2025-04-03T04:00:00,-9660.999999999913
2025-04-10T04:00:00,-8581.000000000058
2025-04-10T12:00:00,-2795.0
2025-04-13T04:00:00,-872.4000000000524
