datetime,nav,cash,position_value,position_size,returns,in_sample,cumpnl
2021-01-04 04:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-04 08:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-04 12:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-04 16:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-04 20:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-05 00:00:00,5000000.0,5000000.0,0.0,0,0.0,True,0.0
2021-01-05 04:00:00,5000374.7299999995,5031218.96,-30844.23,-1,7.494599999979812e-05,True,374.7299999995157
2021-01-05 08:00:00,4999394.43,5031218.96,-31824.53,-1,-0.0001960453071884194,True,-605.570000000298
2021-01-05 12:00:00,4999402.49,4999402.49,0.0,0,1.612195259514948e-06,True,-597.5099999997765
2021-01-05 16:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-05 20:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-06 00:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-06 04:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-06 08:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-06 12:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-06 16:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-06 20:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-07 00:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-07 04:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-07 08:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-07 12:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-07 16:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-07 20:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-08 00:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-08 04:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-08 08:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-08 12:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-08 16:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-08 20:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-09 00:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-09 04:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-09 08:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-09 12:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-09 16:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-09 20:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-10 00:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-10 04:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-10 08:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-10 12:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-10 16:00:00,4999402.49,4999402.49,0.0,0,0.0,True,-597.5099999997765
2021-01-10 20:00:00,4998713.970000001,5036935.640000001,-38221.67,-1,-0.00013772045787008302,True,-1286.0299999993294
2021-01-11 00:00:00,4998735.630000001,4998735.630000001,0.0,0,4.33311450298568e-06,True,-1264.3699999991804
2021-01-11 04:00:00,4999805.15,5034205.100000001,-34399.95,-1,0.0002139581044415806,True,-194.84999999962747
2021-01-11 08:00:00,4999986.44,5034205.100000001,-34218.66,-1,3.6259413029426923e-05,True,-13.559999999590218
2021-01-11 12:00:00,5002586.61,5034205.100000001,-31618.49,-1,0.0005200354103360727,True,2586.6100000003353
2021-01-11 16:00:00,5001923.0200000005,5034205.100000001,-32282.08,-1,-0.0001326493775586357,True,1923.0200000004843
2021-01-11 20:00:00,5001920.36,5001920.36,0.0,0,-5.317954693273563e-07,True,1920.3600000003353
2021-01-12 00:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-12 04:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-12 08:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-12 12:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-12 16:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-12 20:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-13 00:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-13 04:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-13 08:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-13 12:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-13 16:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-13 20:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-14 00:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-14 04:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-14 08:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-14 12:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-14 16:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-14 20:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-15 00:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-15 04:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-15 08:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-15 12:00:00,5001920.36,5001920.36,0.0,0,0.0,True,1920.3600000003353
2021-01-15 16:00:00,5002357.170000001,5037612.8100000005,-35255.64,-1,8.73284595839241e-05,True,2357.170000000857
2021-01-15 20:00:00,5000857.57,5037612.8100000005,-36755.24,-1,-0.0002997786741406605,True,857.570000000298
2021-01-16 00:00:00,5000857.5600000005,5000857.5600000005,0.0,0,-1.9996569955438304e-09,True,857.5600000005215
2021-01-16 04:00:00,5000857.5600000005,5000857.5600000005,0.0,0,0.0,True,857.5600000005215
2021-01-16 08:00:00,5000857.5600000005,5000857.5600000005,0.0,0,0.0,True,857.5600000005215
2021-01-16 12:00:00,5000857.5600000005,5000857.5600000005,0.0,0,0.0,True,857.5600000005215
2021-01-16 16:00:00,5000857.5600000005,5000857.5600000005,0.0,0,0.0,True,857.5600000005215
2021-01-16 20:00:00,5001253.79,5037279.45,-36025.66,-1,7.92324106906328e-05,True,1253.7900000000373
2021-01-17 00:00:00,5001058.24,5037279.45,-36221.21,-1,-3.910019531316866e-05,True,1058.2400000002235
2021-01-17 04:00:00,5002491.9,5037279.45,-34787.55,-1,0.0002866713265869958,True,2491.9000000003725
2021-01-17 08:00:00,5002009.04,5037279.45,-35270.41,-1,-9.652389442160736e-05,True,2009.0400000000373
2021-01-17 12:00:00,5002008.63,5002008.63,0.0,0,-8.196706502427986e-08,True,2008.6299999998882
2021-01-17 16:00:00,5002008.63,5002008.63,0.0,0,0.0,True,2008.6299999998882
2021-01-17 20:00:00,5002008.63,5002008.63,0.0,0,0.0,True,2008.6299999998882
2021-01-18 00:00:00,5002008.63,5002008.63,0.0,0,0.0,True,2008.6299999998882
2021-01-18 04:00:00,5002008.63,5002008.63,0.0,0,0.0,True,2008.6299999998882
2021-01-18 08:00:00,5002008.63,5002008.63,0.0,0,0.0,True,2008.6299999998882
2021-01-18 12:00:00,5002008.63,5002008.63,0.0,0,0.0,True,2008.6299999998882
2021-01-18 16:00:00,5002008.63,5002008.63,0.0,0,0.0,True,2008.6299999998882
2021-01-18 20:00:00,5001310.52,5037997.38,-36686.86,-1,-0.00013956593273611873,True,1310.519999999553
2021-01-19 00:00:00,5001307.38,5001307.38,0.0,0,-6.278354417466048e-07,True,1307.3799999998882
2021-01-19 04:00:00,5001307.38,5001307.38,0.0,0,0.0,True,1307.3799999998882
2021-01-19 08:00:00,5001307.38,5001307.38,0.0,0,0.0,True,1307.3799999998882
2021-01-19 12:00:00,5001307.38,5001307.38,0.0,0,0.0,True,1307.3799999998882
2021-01-19 16:00:00,5001307.38,5001307.38,0.0,0,0.0,True,1307.3799999998882
2021-01-19 20:00:00,5001762.5,5037653.53,-35891.03,-1,9.10002056302428e-05,True,1762.5
2021-01-20 00:00:00,5002556.37,5037653.53,-35097.16,-1,0.00015871805188671928,True,2556.3700000001118
2021-01-20 04:00:00,5001974.45,5037653.53,-35679.08,-1,-0.00011632452629417589,True,1974.4500000001863
2021-01-20 08:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-20 12:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-20 16:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-20 20:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-21 00:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-21 04:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-21 08:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-21 12:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-21 16:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-21 20:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-22 00:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-22 04:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-22 08:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-22 12:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-22 16:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-22 20:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-23 00:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-23 04:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-23 08:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-23 12:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-23 16:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-23 20:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-24 00:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-24 04:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-24 08:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-24 12:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-24 16:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
2021-01-24 20:00:00,5001974.45,5001974.45,0.0,0,0.0,True,1974.4500000001863
