datetime,pnl,entry_price,exit_price,return,in_sample
2021-01-05 12:00:00,-607.510000000002,31816.47,31218.96,-0.01909419869646136,True
2021-01-11 00:00:00,-676.8600000000006,38200.01,37533.15,-0.01771884352909857,True
2021-01-11 20:00:00,3174.7299999999996,32284.74,35469.47,0.09833531259660135,True
2021-01-16 00:00:00,-1072.800000000003,36755.25,35692.45,-0.02918766706796996,True
2021-01-17 12:00:00,1141.0699999999997,35270.82,36421.89,0.03235167200535739,True
2021-01-19 00:00:00,-711.25,36690.0,35988.75,-0.019385391114745163,True
2021-01-20 08:00:00,657.0699999999997,35679.08,36346.15,0.01841611386840691,True
2021-01-25 16:00:00,-1141.0400000000009,34509.01,33377.97,-0.033064987955319515,True
2021-01-26 20:00:00,1219.3799999999974,32220.46,33449.84,0.03784489731059077,True
2021-01-29 12:00:00,-4772.190000000002,37069.44,32307.25,-0.12873650100999642,True
2021-02-01 00:00:00,-256.2700000000041,33125.11,32878.84,-0.007736427139411886,True
2021-02-01 20:00:00,-696.3899999999994,33867.65,33181.26,-0.020562099820920537,True
2021-02-22 20:00:00,-379.84999999999854,53645.97,53276.12,-0.007080680990575779,True
2021-02-23 16:00:00,3322.3800000000047,48632.45,51964.83,0.06831611403497058,True
2021-03-03 00:00:00,-969.2900000000009,48454.21,47494.92,-0.020004247308954184,True
2021-03-05 00:00:00,-376.00999999999476,48385.77,48019.76,-0.007771086416522767,True
2021-03-06 20:00:00,-188.99000000000524,48361.33,48182.34,-0.003907874328518368,True
2021-03-15 20:00:00,-429.9800000000032,56602.01,56182.03,-0.007596550016510071,True
2021-03-17 08:00:00,-311.9300000000003,55863.76,55561.83,-0.005583763069295734,True
2021-03-21 16:00:00,-199.45000000000437,57200.91,57011.46,-0.0034868326395507405,True
2021-03-23 04:00:00,2396.1900000000023,54715.0,57121.19,0.04379402357671575,True
2021-03-25 20:00:00,4129.580000000002,52219.99,56359.57,0.07908044409813181,True
2021-03-27 16:00:00,-506.6599999999962,54976.67,54480.01,-0.009215909221129548,True
2021-04-04 04:00:00,-420.47000000000116,57545.12,57134.65,-0.0073067881342501525,True
2021-04-05 16:00:00,-1568.0,59098.0,57540.0,-0.02653220075129446,True
2021-04-06 20:00:00,-430.3600000000006,58296.91,57876.55,-0.007382209451581577,True
2021-04-08 04:00:00,1459.989999999998,56590.01,58060.0,0.02579942997006005,True
2021-04-16 16:00:00,-114.04000000000087,61617.61,61513.57,-0.0018507696095320944,True
2021-04-17 04:00:00,-1041.8199999999997,62456.49,61424.67,-0.01668073245870845,True
2021-04-18 08:00:00,4747.029999999999,56216.96,60973.99,0.08444124335431867,True
2021-04-30 00:00:00,-673.8899999999994,53558.57,52894.68,-0.012582300087549004,True
2021-05-04 08:00:00,-445.8899999999994,55955.03,55519.14,-0.007968720595807015,True
2021-05-04 20:00:00,-721.2300000000032,54587.94,53876.71,-0.013212258971487166,True
2021-05-07 12:00:00,-334.5400000000009,56510.55,56186.01,-0.005919956539088734,True
2021-05-11 08:00:00,25.299999999995634,55792.83,55828.13,0.0004534632855152828,True
2021-05-13 04:00:00,5985.009999999995,50477.05,56472.06,0.11856893380258939,True
2021-05-25 08:00:00,-211.63999999999942,38985.22,38783.58,-0.005428724013869857,True
