datetime,nav,returns,in_sample,cumpnl
2021-01-01 00:00:00,5000000.0,0.0,True,0.0
2021-01-01 04:00:00,5000000.0,0.0,True,0.0
2021-01-01 08:00:00,5000000.0,0.0,True,0.0
2021-01-01 12:00:00,5000000.0,0.0,True,0.0
2021-01-01 16:00:00,5000000.0,0.0,True,0.0
2021-01-01 20:00:00,5000000.0,0.0,True,0.0
2021-01-02 00:00:00,5000000.0,0.0,True,0.0
2021-01-02 04:00:00,5000000.0,0.0,True,0.0
2021-01-02 08:00:00,5000000.0,0.0,True,0.0
2021-01-02 12:00:00,5000000.0,0.0,True,0.0
2021-01-02 16:00:00,5001394.62,0.00027892400000006923,True,1394.6200000001118
2021-01-02 20:00:00,5000479.12,-0.00018304894325660293,True,479.12000000011176
2021-01-03 00:00:00,5000477.62,-2.999712555018519e-07,True,477.62000000011176
2021-01-03 04:00:00,5000477.62,0.0,True,477.62000000011176
2021-01-03 08:00:00,5000465.68,-2.3877719105280804e-06,True,465.679999999702
2021-01-03 12:00:00,4999542.08,-0.00018470279752014207,True,-457.9199999999255
2021-01-03 16:00:00,4999540.43,-3.3003022559263684e-07,True,-459.570000000298
2021-01-03 20:00:00,4999540.43,0.0,True,-459.570000000298
2021-01-04 00:00:00,4999540.43,0.0,True,-459.570000000298
2021-01-04 04:00:00,4999540.43,0.0,True,-459.570000000298
2021-01-04 08:00:00,4999540.43,0.0,True,-459.570000000298
2021-01-04 12:00:00,4999540.43,0.0,True,-459.570000000298
2021-01-04 16:00:00,4999540.43,0.0,True,-459.570000000298
2021-01-04 20:00:00,4999540.43,0.0,True,-459.570000000298
2021-01-05 00:00:00,4998728.46,-0.00016240892765417847,True,-1271.5400000000373
2021-01-05 04:00:00,4998729.84,2.760702069171117e-07,True,-1270.160000000149
2021-01-05 08:00:00,4998729.84,0.0,True,-1270.160000000149
2021-01-05 12:00:00,4999047.16,6.348012598333952e-05,True,-952.839999999851
2021-01-05 16:00:00,5000660.37,0.00032270349695995293,True,660.3700000001118
2021-01-05 20:00:00,5000912.89,5.049733061546213e-05,True,912.8899999996647
2021-01-06 00:00:00,5001095.87,3.658931959527045e-05,True,1095.8700000001118
2021-01-06 04:00:00,5001631.98,0.00010719850487506122,True,1631.980000000447
2021-01-06 08:00:00,5001908.03,5.5191985556701795e-05,True,1908.0300000002608
2021-01-06 12:00:00,5001519.7700000005,-7.762237883446321e-05,True,1519.7700000004843
2021-01-06 16:00:00,5001775.07,5.104448482451396e-05,True,1775.070000000298
2021-01-06 20:00:00,5003737.05,0.0003922567433645163,True,3737.0499999998137
2021-01-07 00:00:00,5004468.91,0.00014626268180895075,True,4468.910000000149
2021-01-07 04:00:00,5003820.01,-0.00012966410855375088,True,3820.0099999997765
2021-01-07 08:00:00,5004833.37,0.00020251727639597483,True,4833.370000000112
2021-01-07 12:00:00,5005963.36,0.00022577974459125905,True,5963.360000000335
2021-01-07 16:00:00,5006041.42,1.5593402185709593e-05,True,6041.4199999999255
2021-01-07 20:00:00,5006412.29,7.408448490231478e-05,True,6412.290000000037
2021-01-08 00:00:00,5005288.08,-0.000224554018901979,True,5288.0800000000745
2021-01-08 04:00:00,5005288.09,1.9978869669756705e-09,True,5288.089999999851
2021-01-08 08:00:00,5005288.09,0.0,True,5288.089999999851
2021-01-08 12:00:00,5004767.51,-0.00010400600138082972,True,4767.5099999997765
2021-01-08 16:00:00,5004314.55,-9.050570263147151e-05,True,4314.549999999814
2021-01-08 20:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-09 00:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-09 04:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-09 08:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-09 12:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-09 16:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-09 20:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-10 00:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-10 04:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-10 08:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-10 12:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-10 16:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-10 20:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-11 00:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-11 04:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-11 08:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-11 12:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-11 16:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-11 20:00:00,5004314.55,0.0,True,4314.549999999814
2021-01-12 00:00:00,5003927.63,-7.731728214399602e-05,True,3927.6299999998882
2021-01-12 04:00:00,5005360.47,0.00028634307007346926,True,5360.469999999739
2021-01-12 08:00:00,5004358.63,-0.00020015341672285913,True,4358.629999999888
2021-01-12 12:00:00,5004360.1,2.9374393561987233e-07,True,4360.0999999996275
2021-01-12 16:00:00,5004360.1,0.0,True,4360.0999999996275
2021-01-12 20:00:00,5004360.1,0.0,True,4360.0999999996275
2021-01-13 00:00:00,5004360.1,0.0,True,4360.0999999996275
2021-01-13 04:00:00,5004360.1,0.0,True,4360.0999999996275
2021-01-13 08:00:00,5004360.1,0.0,True,4360.0999999996275
2021-01-13 12:00:00,5004360.1,0.0,True,4360.0999999996275
2021-01-13 16:00:00,5004360.1,0.0,True,4360.0999999996275
2021-01-13 20:00:00,5005745.75,0.00027688854764873483,True,5745.75
2021-01-14 00:00:00,5005427.68,-6.354098188077195e-05,True,5427.679999999702
2021-01-14 04:00:00,5006564.68,0.00022715341678858358,True,6564.679999999702
2021-01-14 08:00:00,5006740.069999999,3.503200521914884e-05,True,6740.069999999367
2021-01-14 12:00:00,5007905.64,0.0002328001820954828,True,7905.639999999665
2021-01-14 16:00:00,5008250.18,6.879921962754665e-05,True,8250.179999999702
2021-01-14 20:00:00,5007487.989999999,-0.00015218688615914466,True,7487.989999999292
2021-01-15 00:00:00,5007073.6899999995,-8.273609459019671e-05,True,7073.6899999994785
2021-01-15 04:00:00,5007072.38,-2.6162986221933693e-07,True,7072.379999999888
2021-01-15 08:00:00,5007072.38,0.0,True,7072.379999999888
2021-01-15 12:00:00,5007072.38,0.0,True,7072.379999999888
2021-01-15 16:00:00,5007072.38,0.0,True,7072.379999999888
2021-01-15 20:00:00,5007072.38,0.0,True,7072.379999999888
2021-01-16 00:00:00,5007072.38,0.0,True,7072.379999999888
2021-01-16 04:00:00,5007072.38,0.0,True,7072.379999999888
2021-01-16 08:00:00,5008222.68,0.00022973504529200106,True,8222.679999999702
2021-01-16 12:00:00,5007986.47,-4.716443638641543e-05,True,7986.469999999739
2021-01-16 16:00:00,5006893.18,-0.0002183092958715216,True,6893.179999999702
2021-01-16 20:00:00,5006894.569999999,2.7761726673070086e-07,True,6894.569999999367
2021-01-17 00:00:00,5006894.569999999,0.0,True,6894.569999999367
2021-01-17 04:00:00,5006894.569999999,0.0,True,6894.569999999367
2021-01-17 08:00:00,5006894.569999999,0.0,True,6894.569999999367
2021-01-17 12:00:00,5006894.569999999,0.0,True,6894.569999999367
2021-01-17 16:00:00,5006894.569999999,0.0,True,6894.569999999367
